epoch,generator and encoder train loss,discriminator train loss,generator and encoder val loss,discriminator val loss
0,4.205974542177641,2.5129736959934235,4.099910479325515,1.0920514235129724
1,3.9178885496579685,2.162297308444977,3.895684994184054,0.9551148918958811
2,4.295369955209585,2.0569030940532684,3.461731819006113,0.9498367538818946
3,4.03766602736253,1.8586059510707855,4.487339331553533,0.9276125889558059
4,4.213695269364577,1.7148417532444,3.9520451839153585,0.8837366516773517
5,4.576103137089656,1.871030032634735,3.38366569005526,0.896611213684082
6,3.8331933938539944,2.094805210828781,4.310051679611206,0.8115871456953195
7,4.4968830071962795,1.6399465799331665,4.369041406191313,0.7580851041353666
8,4.5365698887751655,1.5042645335197449,4.473404682599581,0.7678058743476868
9,4.03238817361685,1.2794475853443146,4.097437546803401,0.7205577125916114
