epoch,generator and encoder train loss,discriminator train loss,generator and encoder val loss,discriminator val loss
0,4.21096081000108,1.258633553981781,nan,1.075890036729666
1,3.926000925210806,1.0910843759775162,nan,0.989354092341203
2,4.1271000275245076,1.0734152495861053,nan,0.9947375104977534
3,3.7787090631631703,0.9058098196983337,nan,0.9817451422031109
4,4.209205022225013,0.9094877541065216,nan,0.9616441222337576
5,4.427141519693228,0.8450627774000168,nan,0.8905669588309068
6,4.18999457359314,0.820652961730957,nan,0.7549899037067707
7,4.443167558083167,0.7345732748508453,nan,0.7997271831219013
8,4.102954369324904,0.6843694597482681,nan,0.8086831019474909
9,4.1934132759387674,0.6974446177482605,nan,0.7344961716578557
