epoch,generator and encoder train loss,discriminator train loss,generator and encoder val loss,discriminator val loss
0,7.627938628196716,3.4347510933876038,7.68407678604126,2.8024304
1,7.7320942878723145,2.590899109840393,7.5536932945251465,1.7774956
2,7.770139455795288,1.9131241738796234,7.834203243255615,1.5012299
3,7.348189830780029,1.6013373136520386,6.181443691253662,1.6077691
4,5.180449962615967,1.3231188207864761,4.040467262268066,1.2453036
5,3.2821661233901978,1.3326484560966492,3.3856124877929688,1.008583
6,3.0296936631202698,1.289959579706192,3.143866539001465,0.9249032
7,3.081794261932373,1.138636827468872,3.236011505126953,0.9636729
8,3.1556806564331055,1.0068823397159576,3.248318672180176,0.9147746
9,3.1148030161857605,0.9819587767124176,3.134188413619995,0.90832293
10,3.1085723638534546,0.8535667359828949,3.300032615661621,0.7452643
11,3.043922245502472,0.8531573414802551,3.685142993927002,0.66929156
12,3.1267237067222595,0.7658607214689255,3.2992751598358154,0.5686227
13,3.099954843521118,0.7443541139364243,3.5740251541137695,0.6582521
14,3.1662665605545044,0.663489043712616,3.3576765060424805,0.5564128
15,3.4340683817863464,0.6708891540765762,3.4706974029541016,0.5220871
16,3.374100625514984,0.5963091999292374,3.5495223999023438,0.49858052
17,3.372696578502655,0.5969257205724716,3.467724561691284,0.6206304
18,3.4251919984817505,0.541982114315033,3.5259554386138916,0.51545507
19,3.4741796255111694,0.4785268157720566,3.636237144470215,0.4509843
20,3.4936716556549072,0.5518059432506561,3.60499906539917,0.46541452
21,3.623105049133301,0.418063648045063,3.780674457550049,0.3822115
22,3.7187307476997375,0.46497032791376114,3.9779434204101562,0.2883698
23,3.7375308871269226,0.38778893649578094,3.9062061309814453,0.3151304
24,3.788184642791748,0.4337744563817978,4.067384719848633,0.32992083
25,4.031185328960419,0.3248007148504257,3.9926915168762207,0.2974996
26,4.004362106323242,0.33648353815078735,4.04915714263916,0.25709572
27,4.083675026893616,0.2860567346215248,4.434508323669434,0.20819488
28,3.991015374660492,0.2913721352815628,4.12499475479126,0.22920553
29,4.025705695152283,0.2949548102915287,4.802022933959961,0.19566321
30,4.392409563064575,0.28654589504003525,5.08580207824707,0.19521227
31,4.461677670478821,0.22321250662207603,4.570230960845947,0.21018362
32,4.193122625350952,0.2753099165856838,4.723376750946045,0.1673939
33,4.3764649629592896,0.2523382380604744,5.106753826141357,0.15876178
34,4.4655855894088745,0.20653093978762627,4.898913860321045,0.15711963
35,4.7005544900894165,0.19992053508758545,5.408021926879883,0.12206054
36,4.470001935958862,0.21461599320173264,4.724848747253418,0.16044615
37,4.613826096057892,0.24989498034119606,5.098733425140381,0.119760394
38,4.731958389282227,0.18435769900679588,5.3801045417785645,0.11348152
39,4.735029339790344,0.1906707063317299,4.970478534698486,0.1272006
40,4.532866954803467,0.23880045861005783,4.910882472991943,0.12906411
41,4.602427780628204,0.20702404156327248,4.888720512390137,0.15876216
42,4.616259872913361,0.2198059745132923,4.829427719116211,0.16230457
43,4.68794310092926,0.19511453062295914,4.515204429626465,0.16134039
44,4.946902871131897,0.20682498440146446,4.958529472351074,0.13077478
45,4.9119274616241455,0.17825832217931747,5.517998695373535,0.09566012
46,4.787251949310303,0.19167570024728775,5.193719863891602,0.11240998
47,4.68546462059021,0.18672671541571617,4.682614803314209,0.1452305
48,4.635824680328369,0.21072642132639885,5.192386627197266,0.13358824
49,4.600052118301392,0.21949811652302742,5.523523330688477,0.11875016
50,4.91446578502655,0.18299288302659988,5.141624927520752,0.15034041
51,4.8328917026519775,0.1774619184434414,5.47847843170166,0.10185988
52,4.976541638374329,0.1716010943055153,5.108043670654297,0.12319127
53,4.752148509025574,0.20052700117230415,4.6741132736206055,0.153127
54,4.881740927696228,0.17356599494814873,5.068836212158203,0.13345906
55,5.085707902908325,0.1949462592601776,5.495561599731445,0.08924168
56,4.868970513343811,0.18168063834309578,5.214584827423096,0.11827156
57,5.031184673309326,0.16917363181710243,5.559142112731934,0.10805152
58,4.995221257209778,0.19426901265978813,5.345680236816406,0.10916179
59,5.198950529098511,0.1724146269261837,4.784818649291992,0.12330069
60,5.3401689529418945,0.15867378935217857,5.026076793670654,0.09161462
61,5.002628445625305,0.19655223563313484,5.238746166229248,0.10196132
62,4.920833587646484,0.18206283450126648,5.10986852645874,0.11480189
63,5.021947085857391,0.15721595287322998,5.782415390014648,0.070708975
64,5.305563688278198,0.15790512785315514,5.6454877853393555,0.09697978
65,5.309257864952087,0.1468784660100937,5.631930351257324,0.09714188
66,5.249467492103577,0.1600787714123726,5.644203186035156,0.07021568
67,5.374283194541931,0.14142942056059837,6.0463643074035645,0.05038461
68,5.134436845779419,0.1546294242143631,4.754392623901367,0.09937704
69,5.318547606468201,0.1546191181987524,5.068521976470947,0.08187325
70,5.294024705886841,0.14117484167218208,5.550580978393555,0.075812116
71,5.314016938209534,0.17335041612386703,5.813784599304199,0.061997168
72,5.514825344085693,0.14612660557031631,5.63288688659668,0.07430587
73,5.356082081794739,0.14646605774760246,4.944314956665039,0.09324582
74,5.426797032356262,0.15191488340497017,6.05598258972168,0.06840105
75,5.4589656591415405,0.13104539550840855,5.696702003479004,0.05400248
76,5.601953864097595,0.13734441250562668,6.16261100769043,0.06924665
77,5.618333220481873,0.13665470108389854,6.0451273918151855,0.0709074
78,5.303282022476196,0.1492006480693817,6.129796981811523,0.05644282
79,5.543113946914673,0.15072182193398476,6.116733551025391,0.07187905
80,5.756102561950684,0.13067074865102768,6.000317573547363,0.060085673
81,5.63900351524353,0.13449370488524437,5.696029186248779,0.06457391
82,5.885216951370239,0.1275764275342226,5.963212490081787,0.057635605
83,5.711886286735535,0.14140770956873894,5.748108863830566,0.05586286
84,5.664255499839783,0.12961670756340027,6.339352130889893,0.04414815
85,5.842416286468506,0.1279933974146843,6.245678901672363,0.054888956
86,5.896365404129028,0.12632585875689983,5.8176069259643555,0.056993723
87,5.6871267557144165,0.1309896893799305,6.325911998748779,0.056639608
88,5.8812079429626465,0.12884187698364258,6.0133819580078125,0.061592653
89,5.908105731010437,0.12703183107078075,5.566193580627441,0.052414022
90,5.997080683708191,0.12644543126225471,6.572667121887207,0.04494469
91,5.693609237670898,0.1309065092355013,6.356462478637695,0.050744515
92,6.064719915390015,0.13241852074861526,5.721954822540283,0.053352855
93,5.553996920585632,0.15881712548434734,5.519941806793213,0.05455322
94,5.962554693222046,0.12793749384582043,6.103786468505859,0.050760522
95,6.059138655662537,0.12260909005999565,6.3416032791137695,0.040222216
96,5.933866500854492,0.1253946777433157,5.98075532913208,0.04480441
97,6.016612529754639,0.12353839166462421,6.479280948638916,0.033558443
98,5.929686427116394,0.12836233153939247,6.909654140472412,0.043780066
99,5.8759605884552,0.12982567213475704,6.4124860763549805,0.03854799
